City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
ilulissat,69.22,-51.1,33.8,95.0,100.0,9.17,GL,1603247466.0
oranjestad,12.52,-70.03,75.2,94.0,20.0,4.7,AW,1603247466.0
kenai,60.55,-151.26,42.8,56.0,1.0,4.7,US,1603247444.0
botwood,49.15,-55.35,60.01,87.0,100.0,1.99,CA,1603247466.0
faya,18.39,42.45,55.4,25.0,0.0,6.93,SA,1603247467.0
kulhudhuffushi,6.62,73.07,82.11,78.0,62.0,12.01,MV,1603247467.0
doha,25.29,51.53,77.0,57.0,0.0,3.36,QA,1603247195.0
kisanga,-7.44,37.7,72.45,74.0,93.0,2.73,TZ,1603247467.0
kosino,58.41,51.28,32.49,96.0,100.0,9.46,RU,1603247468.0
sosua,19.77,-70.52,77.0,94.0,20.0,6.06,DO,1603247468.0
bubaque,11.28,-15.83,81.37,83.0,25.0,12.44,GW,1603247468.0
opuwo,-18.06,13.84,58.05,36.0,0.0,0.54,NA,1603247468.0
portland,45.52,-122.68,60.01,72.0,87.0,3.96,US,1603247469.0
iqaluit,63.75,-68.51,30.2,80.0,75.0,16.11,CA,1603247469.0
barcelos,41.54,-8.62,59.0,100.0,75.0,12.75,PT,1603247469.0
chuy,-33.7,-53.46,58.15,72.0,100.0,13.47,UY,1603247469.0
arman,59.7,150.17,31.73,79.0,0.0,2.28,RU,1603247470.0
biltine,14.53,20.92,79.18,17.0,1.0,10.29,TD,1603247470.0
longyearbyen,78.22,15.64,26.6,68.0,40.0,6.93,SJ,1603247470.0
teahupoo,-17.83,-149.27,84.2,70.0,20.0,13.87,PF,1603247470.0
shiraoi,42.55,141.35,64.0,51.0,0.0,8.05,JP,1603247471.0
east london,-33.02,27.91,57.49,66.0,0.0,5.5,ZA,1603247285.0
price,39.6,-110.81,64.4,23.0,1.0,10.29,US,1603247471.0
ust-ishim,57.69,71.17,41.13,91.0,81.0,5.41,RU,1603247471.0
lagdo,9.05,13.73,73.83,63.0,0.0,2.66,CM,1603247262.0
rafael lucio,19.58,-96.97,57.54,95.0,52.0,3.53,MX,1603247472.0
nyurba,63.28,118.33,20.91,94.0,65.0,5.35,RU,1603247472.0
sawakin,19.11,37.33,79.79,56.0,0.0,7.31,SD,1603247472.0
zhigansk,66.77,123.37,18.03,96.0,100.0,0.69,RU,1603247318.0
palmer,42.16,-72.33,61.0,100.0,75.0,4.7,US,1603247473.0
zhanaozen,43.3,52.8,46.6,64.0,99.0,3.15,KZ,1603247473.0
vila franca do campo,37.72,-25.43,59.0,72.0,40.0,11.41,PT,1603247473.0
nioro,13.35,-15.75,77.23,96.0,76.0,5.66,GM,1603247473.0
los alamos,35.89,-106.31,66.2,12.0,1.0,8.05,US,1603247474.0
seoul,37.57,126.98,62.6,59.0,90.0,3.65,KR,1603247400.0
lazaro cardenas,17.96,-102.2,79.95,87.0,28.0,3.15,MX,1603247474.0
umm lajj,25.02,37.27,80.35,34.0,0.0,3.62,SA,1603247474.0
sanming,26.25,117.62,71.24,68.0,96.0,4.81,CN,1603247474.0
mount isa,-20.73,139.5,98.6,13.0,0.0,8.05,AU,1603247443.0
bahia blanca,-38.72,-62.27,53.2,49.0,0.0,13.6,AR,1603247351.0
port hedland,-20.32,118.57,86.0,58.0,71.0,17.22,AU,1603247475.0
alice springs,-23.7,133.88,95.0,24.0,40.0,18.34,AU,1603247475.0
natal,-5.79,-35.21,73.4,88.0,40.0,3.36,BR,1603247476.0
kerema,-7.96,145.78,83.77,75.0,80.0,9.37,PG,1603247476.0
boromo,11.75,-2.93,79.48,58.0,25.0,5.59,BF,1603247476.0
arlit,18.74,7.39,84.42,13.0,0.0,6.44,NE,1603247476.0
shenjiamen,29.96,122.3,68.29,78.0,100.0,14.52,CN,1603247477.0
piripiri,-4.27,-41.78,70.39,92.0,0.0,1.86,BR,1603247477.0
claresholm,50.03,-113.59,35.6,55.0,2.0,18.34,CA,1603247477.0
simao,22.79,100.97,65.35,84.0,95.0,2.24,CN,1603247477.0
humaita,-7.51,-63.02,73.98,93.0,68.0,1.52,BR,1603247478.0
abu samrah,35.3,37.18,59.05,69.0,0.0,3.04,SY,1603247478.0
shadegan,30.65,48.66,60.8,48.0,0.0,7.29,IR,1603247478.0
imeni poliny osipenko,52.42,136.49,44.28,60.0,100.0,11.32,RU,1603247478.0
dobryatino,55.51,41.32,30.07,96.0,87.0,9.06,RU,1603247479.0
bow island,49.87,-111.37,28.4,74.0,5.0,6.93,CA,1603247479.0
ingham,42.6,-84.38,48.2,76.0,90.0,9.17,US,1603247479.0
baykit,61.67,96.37,26.55,94.0,99.0,2.33,RU,1603247479.0
paita,-5.09,-81.11,64.09,83.0,3.0,10.11,PE,1603247480.0
jacareacanga,-6.22,-57.75,78.53,62.0,91.0,1.52,BR,1603247480.0
kawalu,-7.38,108.21,79.83,74.0,100.0,0.63,ID,1603247480.0
praia da vitoria,38.73,-27.07,60.8,72.0,40.0,24.23,PT,1603247480.0
parana,-31.73,-60.52,57.99,77.0,100.0,1.99,AR,1603247481.0
paradwip,,,,,,,,
jalu,29.03,21.55,64.2,66.0,0.0,10.54,LY,1603247481.0
katobu,-4.94,122.53,92.93,42.0,58.0,2.64,ID,1603247481.0
panyutyne,48.93,36.28,38.07,80.0,3.0,4.32,UA,1603247482.0
maniitsoq,65.42,-52.9,33.73,89.0,100.0,22.66,GL,1603247482.0
new norfolk,-42.78,147.06,68.0,53.0,97.0,1.01,AU,1603247482.0
shitanjing,39.23,106.34,49.87,39.0,0.0,6.89,CN,1603247482.0
diamantino,-14.41,-56.45,73.09,89.0,95.0,4.09,BR,1603247483.0
novolvovsk,,,,,,,,
irituia,-1.77,-47.44,74.48,87.0,42.0,3.27,BR,1603247483.0
mentok,,,,,,,,
florianopolis,-27.61,-48.5,72.0,100.0,75.0,8.05,BR,1603247484.0
dalby,-27.18,151.27,73.4,49.0,40.0,13.87,AU,1603247484.0
seredka,58.16,28.19,35.6,93.0,40.0,4.47,RU,1603247484.0
portales,34.19,-103.33,70.0,18.0,1.0,5.82,US,1603247484.0
mutsamudu,,,,,,,,
canalete,8.68,-76.2,74.93,91.0,53.0,4.41,CO,1603247485.0
leningradskiy,69.38,178.42,35.2,84.0,34.0,8.37,RU,1603247485.0
plouzane,48.38,-4.62,59.0,93.0,90.0,6.93,FR,1603247405.0
agsu,,,,,,,,
smithers,54.78,-127.17,33.8,100.0,75.0,5.82,CA,1603247486.0
beyneu,45.32,55.2,44.08,75.0,91.0,9.82,KZ,1603247486.0
clarence town,-32.58,151.78,80.01,50.0,20.0,18.34,AU,1603247486.0
berbera,10.44,45.01,81.27,56.0,0.0,4.29,SO,1603247486.0
kruisfontein,-34.0,24.73,48.99,91.0,0.0,1.01,ZA,1603247487.0
melo,-32.37,-54.18,56.62,79.0,87.0,15.64,UY,1603247487.0
nyul,47.59,17.69,51.8,81.0,100.0,13.87,HU,1603247487.0
severo-yeniseyskiy,60.37,93.04,27.75,97.0,100.0,7.31,RU,1603247487.0
gornopravdinsk,60.05,69.9,33.69,92.0,95.0,4.85,RU,1603247488.0
judaberg,59.17,5.87,53.6,93.0,75.0,10.29,NO,1603247488.0
maryville,35.76,-83.97,62.01,93.0,1.0,4.7,US,1603247195.0
dabakala,8.37,-4.43,72.19,91.0,17.0,2.77,CI,1603247488.0
rebrikha,53.07,82.34,42.13,59.0,26.0,11.05,RU,1603247489.0
kilimatinde,-5.85,34.95,63.7,76.0,41.0,2.26,TZ,1603247489.0
morehead,37.27,-87.18,68.0,92.0,90.0,9.31,US,1603247489.0
maragogi,-9.01,-35.22,75.65,84.0,82.0,7.43,BR,1603247489.0
ahipara,-35.17,173.17,63.81,71.0,100.0,6.31,NZ,1603247490.0
kuito,-12.38,16.93,62.1,80.0,2.0,5.28,AO,1603247490.0
zagyvarekas,47.27,20.13,42.8,87.0,100.0,4.7,HU,1603247490.0
hamilton,39.18,-84.53,55.99,93.0,90.0,5.01,US,1603247490.0
cabo san lucas,22.89,-109.91,84.0,83.0,5.0,12.75,MX,1603247491.0
geraldton,-28.77,114.6,69.8,60.0,75.0,17.22,AU,1603247491.0
ngaoundere,7.32,13.58,64.11,73.0,0.0,1.43,CM,1603247491.0
vyazemskiy,47.54,134.75,56.48,52.0,100.0,11.83,RU,1603247491.0
bahia de caraquez,-0.6,-80.42,73.4,78.0,20.0,12.75,EC,1603247491.0
margate,51.38,1.39,59.0,90.0,100.0,15.26,GB,1603247424.0
naron,43.52,-8.15,60.01,93.0,75.0,4.7,ES,1603247492.0
isangel,-19.55,169.27,84.2,62.0,75.0,9.17,VU,1603247492.0
mitsamiouli,-11.38,43.28,78.71,74.0,17.0,2.77,KM,1603247492.0
mamou,10.5,-12.0,67.57,86.0,0.0,2.24,GN,1603247493.0
pirapora,-17.34,-44.94,67.39,91.0,100.0,1.59,BR,1603247493.0
cap malheureux,-19.98,57.61,75.0,71.0,0.0,5.01,MU,1603247493.0
haverfordwest,51.8,-4.97,55.99,92.0,100.0,8.99,GB,1603247493.0
sao joao da barra,-21.64,-41.05,72.23,87.0,66.0,9.15,BR,1603247494.0
tual,-5.67,132.75,77.83,86.0,100.0,8.86,ID,1603247494.0
constantine,36.37,6.61,50.0,61.0,0.0,3.36,DZ,1603247494.0
srednekolymsk,67.45,153.68,18.99,96.0,69.0,4.34,RU,1603247494.0
staryy nadym,65.61,72.68,26.37,98.0,100.0,4.85,RU,1603247494.0
coquimbo,-29.95,-71.34,53.6,93.0,0.0,3.36,CL,1603247495.0
mecca,21.43,39.83,76.12,18.0,0.0,6.71,SA,1603247248.0
valparaiso,-33.04,-71.63,50.0,100.0,0.0,8.05,CL,1603247495.0
manta,-0.95,-80.73,73.4,78.0,20.0,12.75,EC,1603247495.0
sakaraha,-22.9,44.53,67.69,45.0,0.0,0.54,MG,1603247496.0
eureka,40.8,-124.16,61.0,81.0,11.0,5.01,US,1603247496.0
zhezkazgan,47.8,67.71,45.1,48.0,69.0,7.54,KZ,1603247496.0
carahue,-38.7,-73.17,46.4,93.0,1.0,5.82,CL,1603247496.0
kahului,20.89,-156.47,89.6,40.0,20.0,11.41,US,1603247377.0
waingapu,-9.66,120.26,87.51,56.0,42.0,9.48,ID,1603247497.0
narsaq,60.92,-46.05,30.2,86.0,100.0,2.24,GL,1603247497.0
helong,42.54,129.0,58.21,37.0,100.0,2.75,CN,1603247497.0
ziro,27.63,93.83,64.0,79.0,2.0,0.63,IN,1603247497.0
iracoubo,5.48,-53.2,80.67,78.0,100.0,13.0,GF,1603247498.0
teno,-34.87,-71.18,64.4,48.0,0.0,3.36,CL,1603247498.0
guerrero negro,27.98,-114.06,69.82,86.0,0.0,14.34,MX,1603247498.0
adrar,20.5,-10.07,81.63,18.0,0.0,5.66,MR,1603247498.0
bucerias,20.75,-105.33,84.2,83.0,20.0,2.24,MX,1603247499.0
la asuncion,11.03,-63.86,84.2,74.0,6.0,10.29,VE,1603247499.0
vung tau,10.35,107.08,83.64,74.0,92.0,6.29,VN,1603247499.0
grand centre,,,,,,,,
kristiansund,63.11,7.73,37.4,86.0,100.0,5.82,NO,1603247500.0
layou,13.2,-61.27,78.8,88.0,20.0,8.01,VC,1603247500.0
half moon bay,37.46,-122.43,73.4,87.0,1.0,3.83,US,1603247500.0
atar,20.52,-13.05,84.18,27.0,0.0,5.32,MR,1603247500.0
anapolis,-16.33,-48.95,73.4,83.0,100.0,4.7,BR,1603247501.0
le mont-sur-lausanne,46.56,6.63,50.0,84.0,73.0,1.99,CH,1603247501.0
phangnga,8.45,98.53,84.2,74.0,20.0,3.36,TH,1603247501.0
churapcha,62.0,132.43,20.79,96.0,100.0,6.91,RU,1603247501.0
puerto del rosario,28.5,-13.86,73.4,69.0,95.0,8.39,ES,1603247502.0
saint-denis,48.92,2.33,57.2,87.0,100.0,6.93,FR,1603247502.0
attawapiskat,,,,,,,,
sorvag,,,,,,,,
kushmurun,52.45,64.63,43.79,87.0,0.0,12.73,KZ,1603247410.0
matagami,49.75,-77.63,26.6,100.0,1.0,2.42,CA,1603247503.0
villamontes,-21.25,-63.5,71.28,86.0,74.0,5.64,BO,1603247503.0
camacha,33.08,-16.33,64.4,88.0,40.0,12.75,PT,1603247503.0
skibbereen,51.55,-9.27,46.4,100.0,75.0,3.36,IE,1603247504.0
dargaville,-35.93,173.88,63.93,70.0,100.0,3.98,NZ,1603247504.0
beloha,-25.17,45.05,65.25,76.0,0.0,3.36,MG,1603247504.0
khonuu,,,,,,,,
karaul,,,,,,,,
bonavista,48.65,-53.11,54.0,79.0,99.0,5.99,CA,1603247505.0
laramie,41.31,-105.59,48.0,52.0,90.0,16.11,US,1603247505.0
yinchuan,38.47,106.27,50.49,34.0,0.0,0.45,CN,1603247505.0
jardim,-21.48,-56.14,74.08,79.0,60.0,5.17,BR,1603247505.0
concordia,-31.39,-58.02,55.0,74.0,91.0,11.99,AR,1603247506.0
manggar,-2.88,108.27,86.99,64.0,89.0,5.37,ID,1603247506.0
tumannyy,,,,,,,,
presidencia roque saenz pena,-26.79,-60.44,78.75,69.0,34.0,9.62,AR,1603247506.0
ngukurr,,,,,,,,
anchorage,61.22,-149.9,37.4,59.0,1.0,3.36,US,1603247507.0
yamada,39.47,141.95,61.38,59.0,0.0,7.47,JP,1603247507.0
gresham,45.5,-122.43,60.01,67.0,93.0,2.19,US,1603247507.0
kualakapuas,-3.01,114.39,87.8,62.0,20.0,2.24,ID,1603247508.0
monteiro,-7.89,-37.12,63.64,92.0,47.0,6.67,BR,1603247508.0
lagoa,39.05,-27.98,63.12,68.0,52.0,25.03,PT,1603247508.0
ipatovo,45.72,42.9,43.52,70.0,32.0,7.65,RU,1603247509.0
bara,10.37,10.73,72.54,64.0,13.0,2.8,NG,1603247509.0
denpasar,-8.65,115.22,84.2,79.0,40.0,12.75,ID,1603247509.0
serenje,-13.23,30.24,62.89,54.0,0.0,3.0,ZM,1603247509.0
hailar,49.2,119.7,30.18,98.0,100.0,18.34,CN,1603247510.0
athabasca,54.72,-113.29,25.54,87.0,73.0,5.23,CA,1603247510.0
moranbah,-22.0,148.05,92.8,26.0,0.0,12.08,AU,1603247510.0
berdigestyakh,62.1,126.7,26.78,96.0,100.0,0.4,RU,1603247510.0
rio grande,-32.03,-52.1,63.0,85.0,100.0,8.99,BR,1603247371.0
aktash,50.3,87.73,29.3,87.0,16.0,5.03,RU,1603247511.0
sfantu gheorghe,45.87,25.78,33.01,89.0,0.0,1.79,RO,1603247511.0
tuatapere,-46.13,167.68,55.99,62.0,48.0,13.0,NZ,1603247511.0
uray,60.12,64.78,29.43,98.0,34.0,5.68,RU,1603247512.0
praia,14.92,-23.51,80.6,78.0,95.0,9.17,CV,1603247410.0
yashalta,46.34,42.28,44.78,69.0,11.0,6.31,RU,1603247512.0
cabedelo,-6.98,-34.83,75.2,94.0,75.0,11.41,BR,1603247512.0
sosva,59.18,61.86,28.94,98.0,92.0,4.79,RU,1603247512.0
zaysan,47.47,84.87,44.91,50.0,0.0,2.1,KZ,1603247513.0
port-gentil,-0.72,8.78,78.28,86.0,100.0,12.53,GA,1603247513.0
shubarshi,48.59,57.19,38.89,76.0,1.0,11.45,KZ,1603247513.0
biak,-0.91,122.88,84.4,62.0,58.0,8.05,ID,1603247513.0
inirida,3.87,-67.92,75.47,90.0,84.0,1.32,CO,1603247514.0
cortez,37.35,-108.59,55.0,25.0,1.0,4.7,US,1603247514.0
tarko-sale,64.92,77.78,26.64,98.0,98.0,9.73,RU,1603247514.0
prescott,34.54,-112.47,66.2,16.0,1.0,8.05,US,1603247514.0
xiongshi,,,,,,,,
visby,57.64,18.3,51.01,93.0,100.0,6.93,SE,1603247515.0
gotsu,35.0,132.22,73.4,49.0,20.0,10.29,JP,1603247515.0
sao felix do xingu,-6.64,-51.99,74.95,75.0,35.0,0.25,BR,1603247515.0
pontianak,-0.03,109.33,91.47,55.0,70.0,2.89,ID,1603247430.0
balykshi,47.07,51.87,41.0,75.0,82.0,8.95,KZ,1603247516.0
solnechnyy,50.72,136.63,45.64,57.0,100.0,9.69,RU,1603247516.0
neiafu,-18.65,-173.98,78.8,74.0,75.0,8.05,TO,1603247516.0
marathopolis,,,,,,,,
luziania,-16.25,-47.95,69.8,94.0,75.0,3.36,BR,1603247517.0
linqiong,30.42,103.46,66.0,82.0,95.0,2.24,CN,1603247517.0
eha amufu,6.66,7.76,77.0,94.0,40.0,2.24,NG,1603247517.0
palu,-0.89,119.87,89.02,56.0,100.0,3.06,ID,1603247517.0
talcahuano,-36.72,-73.12,50.0,76.0,0.0,14.99,CL,1603247362.0
nikel,69.41,30.22,26.6,92.0,40.0,5.82,RU,1603247518.0
gannan,47.91,123.5,45.61,59.0,95.0,15.03,CN,1603247518.0
pilar,-9.6,-35.96,71.6,88.0,20.0,1.12,BR,1603247518.0
nakusp,50.25,-117.8,36.0,97.0,100.0,1.01,CA,1603247518.0
san rafael,-34.62,-68.33,55.2,56.0,0.0,8.34,AR,1603247519.0
vitim,59.45,112.56,27.39,95.0,100.0,9.95,RU,1603247519.0
halifax,44.65,-63.57,59.0,95.0,98.0,1.01,CA,1603247519.0
virar,19.47,72.8,84.2,83.0,20.0,3.83,IN,1603247519.0
sur,22.57,59.53,77.11,57.0,0.0,4.36,OM,1603247520.0
tanout,14.97,8.89,81.09,15.0,0.0,7.16,NE,1603247520.0
arrifes,37.77,-25.7,59.0,72.0,40.0,11.41,PT,1603247520.0
ondorhaan,,,,,,,,
salmas,38.2,44.77,44.6,56.0,0.0,6.93,IR,1603247521.0
ratnagiri,16.98,73.3,79.88,83.0,28.0,3.42,IN,1603247521.0
brae,60.4,-1.35,48.2,81.0,100.0,27.51,GB,1603247521.0
maceio,-9.67,-35.74,71.6,88.0,20.0,1.12,BR,1603247248.0
saurimo,-9.66,20.39,63.21,88.0,57.0,2.84,AO,1603247522.0
muros,42.78,-9.06,59.0,91.0,76.0,15.99,ES,1603247522.0
selfoss,63.93,-21.0,36.0,93.0,100.0,3.0,IS,1603247522.0
acari,-15.43,-74.62,62.26,64.0,32.0,3.47,PE,1603247522.0
penzance,50.12,-5.54,55.99,93.0,100.0,8.05,GB,1603247522.0
ternate,0.8,127.4,84.02,69.0,33.0,7.02,ID,1603247523.0
wanning,18.8,110.4,75.9,77.0,80.0,15.79,CN,1603247523.0
tahoua,14.89,5.27,84.88,14.0,0.0,7.56,NE,1603247523.0
ngama,11.78,17.17,79.74,18.0,0.0,5.55,TD,1603247523.0
jiangyou,31.77,104.72,63.72,60.0,89.0,4.21,CN,1603247366.0
tunduru,,,,,,,,
deputatskiy,69.3,139.9,10.35,95.0,100.0,1.79,RU,1603247524.0
hauterive,46.09,3.45,62.6,59.0,20.0,24.16,FR,1603247524.0
debre tabor,11.85,38.02,48.63,86.0,11.0,4.81,ET,1603247525.0
sampaloc,14.54,121.36,80.6,88.0,90.0,8.05,PH,1603247525.0
probolinggo,-7.75,113.22,87.76,55.0,10.0,5.77,ID,1603247525.0
blackwater,-23.58,148.88,86.49,39.0,69.0,10.07,AU,1603247525.0
vaitape,-16.52,-151.75,79.92,78.0,10.0,13.96,PF,1603247525.0
